"id","age","year","wrkstat","hrs1","marital","degree","sphrs1","postlife","sex","SIBS","agekdbrn","othlang","born","neisafe","hsbio","hschem","natspac","nextgen","grass","hrlax","colsci","fmi","numpets","trust","tvhours","sop","ssi","sphrs2","educ","moos","faos","realrinc","wordsum","rhs","Male","pres"
228,28,2018,"working fulltime",20,"never married","bachelor",NA,"yes","female",2,NA,"no","yes","somewhat safe",NA,NA,"too little",NA,"legal",3,NA,30645,2,"can't be too careful",NA,NA,NA,NA,17,52,38,17025,NA,"poor","female",21
2031,28,2018,"working parttime",20,"married","junior college",30,"yes","female",1,NA,"no","yes","somewhat safe","no","no","about right","agree",NA,7,"yes",37455,NA,NA,4,49,28,NA,15,47,40,9647,7,"good","female",46
1001,28,2018,"working parttime",16,"married","junior college",40,"yes","female",2,NA,"no","yes","very safe","yes","yes","too little","disagree","legal",6,"yes",45400,NA,"can't be too careful",16,50,57,NA,16,31,32,NA,7,"good","female",40
2081,28,2018,"working parttime",13,"married","high school",NA,"yes","female",1,NA,"yes","yes","somewhat safe","yes","no",NA,"strongly agree",NA,2,"no",5107,NA,NA,4,38,42,NA,14,35,60,5107,7,"good","female",35
1698,28,2018,"unempl, laid off",NA,"never married","high school",NA,"yes","male",8,15,"no","yes","somewhat safe",NA,NA,"about right",NA,"legal",NA,NA,1589,0,"can't be too careful",NA,24,20,NA,12,25,NA,NA,NA,"good","male",40
1973,28,2018,"unempl, laid off",NA,"never married","high school",NA,"yes","male",3,22,"yes","yes","somewhat safe","yes","yes",NA,"agree",NA,NA,"yes",7377,NA,NA,6,NA,NA,NA,16,22,32,6242,6,NA,"male",25
2264,28,2018,"unempl, laid off",NA,"never married","junior college",NA,NA,"female",7,21,"no","yes","somewhat safe","yes","yes",NA,"agree",NA,NA,"yes",1589,NA,NA,5,NA,NA,NA,13,30,NA,NA,1,NA,"female",NA
149,28,2018,"school",NA,"never married","high school",NA,NA,"male",3,NA,"no","yes","very safe","yes","yes","too much","disagree",NA,NA,"no",30645,NA,NA,0,NA,NA,NA,14,47,46,NA,6,"excellent","male",40
345,28,2018,"school",NA,"married","junior college",40,"yes","female",6,23,"yes","no","somewhat safe","yes","yes","about right","strongly agree",NA,NA,"yes",37455,NA,NA,3,47,47,NA,14,64,73,12485,5,"excellent","female",69
680,28,2018,"school",NA,"divorced","junior college",NA,"yes","female",11,NA,"no","yes","somewhat safe","yes","no","too much","strongly agree",NA,NA,"yes",17025,NA,NA,0,NA,NA,NA,15,60,NA,NA,4,"fair","female",NA
1709,28,2018,"school",NA,"married","graduate",40,"no","female",2,NA,"yes","no","very safe","yes","yes","about right","strongly agree",NA,NA,"yes",37455,NA,NA,2,70,86,NA,19,NA,43,4086,8,"good","female",74
73,28,2018,"keeping house",NA,"married","bachelor",40,"no","female",2,NA,"yes","no","very safe","yes","yes",NA,"agree",NA,NA,"no",30645,NA,NA,5,55,71,NA,16,47,NA,NA,5,"excellent","female",28
240,28,2018,"keeping house",NA,"married","high school",80,NA,"female",1,NA,"no","yes","very safe","no","no",NA,"agree",NA,NA,"no",63560,NA,NA,2,48,64,NA,13,40,NA,NA,6,"excellent","female",38
951,28,2018,"keeping house",NA,"married","lt high school",40,"yes","female",4,15,"yes","yes","very safe","no","no","about right","agree","not legal",NA,"no",14755,NA,"can trust",1,28,21,NA,9,53,28,NA,6,"good","female",46
1826,28,2018,"keeping house",NA,"married","high school",40,NA,"female",3,17,"no","yes","very safe",NA,NA,"about right",NA,"legal",NA,NA,NA,12,"can't be too careful",NA,45,38,NA,12,45,42,NA,NA,"excellent","female",48
1854,28,2018,"keeping house",NA,"married","high school",65,"yes","female",3,22,"yes","yes","very safe","yes","no","too much","strongly agree",NA,NA,"no",45400,NA,NA,2,38,28,NA,10,NA,38,NA,4,"excellent","female",38
798,29,2018,"working fulltime",89,"married","high school",60,"no","female",3,NA,"no","yes","somewhat safe","yes","no",NA,"strongly agree",NA,1,"yes",17025,NA,NA,1,35,32,NA,15,38,NA,5107,6,NA,"female",35
1354,29,2018,"working fulltime",60,"married","high school",NA,"yes","male",3,25,"no","yes","very safe","no","yes",NA,"agree",NA,2,"no",14755,NA,NA,3,47,38,NA,12,44,NA,14755,4,NA,"male",25
1978,29,2018,"working fulltime",60,"never married","bachelor",NA,"yes","male",3,22,"yes","yes","somewhat unsafe","yes","yes","too little","agree","legal",1,"yes",20430,NA,"can trust",1,31,39,NA,16,25,NA,NA,6,"good","male",47
2254,29,2018,"working fulltime",60,"divorced","high school",NA,"yes","male",2,27,"no","yes","very safe",NA,NA,NA,NA,"legal",8,NA,12485,20,"can't be too careful",NA,48,24,NA,12,48,47,5107,NA,NA,"male",37
2340,29,2018,"working fulltime",60,"married","high school",40,"yes","female",1,NA,"yes","yes","very safe","no","yes","too little","strongly agree",NA,2,"no",24970,NA,NA,1,31,35,NA,14,38,40,14755,7,NA,"female",31
1950,29,2018,"working fulltime",55,"never married","bachelor",NA,"no","male",2,NA,"no","yes","somewhat safe","yes","yes","about right","strongly agree",NA,2,"yes",45400,NA,NA,1,NA,NA,NA,16,47,49,37455,8,"excellent","male",62
1376,29,2018,"working fulltime",53,"divorced","high school",NA,"yes","female",2,22,"yes","yes","somewhat safe","yes","no","about right","disagree","legal",1,"yes",20430,NA,"can't be too careful",1,NA,NA,NA,14,50,39,20430,6,"good","female",16
1794,29,2018,"working fulltime",51,"never married","high school",NA,"yes","male",2,22,"yes","yes","somewhat safe","yes","yes","too much","agree","legal",1,"yes",30645,NA,"can't be too careful",1,55,37,NA,13,NA,35,7377,7,"excellent","male",35
563,29,2018,"working fulltime",45,"never married","bachelor",NA,"no","female",1,NA,"yes","no","somewhat safe","no","yes","about right","strongly agree",NA,3,"no",30645,NA,NA,1,NA,NA,NA,16,33,39,30645,6,"excellent","female",60
2174,29,2018,"working fulltime",45,"married","high school",40,"yes","female",5,23,"no","yes","somewhat safe","no","no","about right","agree",NA,1,"no",30645,NA,NA,1,46,51,NA,12,64,35,6242,4,"excellent","female",36
2226,29,2018,"working fulltime",42,"never married","bachelor",NA,"yes","male",1,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",4,NA,17025,1,"can't be too careful",NA,NA,NA,NA,16,24,38,17025,NA,NA,"male",33
235,29,2018,"working fulltime",40,"married","high school",40,NA,"male",5,NA,"no","yes","very safe",NA,NA,NA,NA,"not legal",4,NA,45400,3,"depends",NA,17,45,NA,12,64,46,17025,NA,NA,"male",55
247,29,2018,"working fulltime",40,"never married","high school",NA,"yes","male",4,24,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",0,NA,37455,0,"can't be too careful",NA,47,38,NA,12,25,NA,20430,NA,NA,"male",24
273,29,2018,"working fulltime",40,"never married","high school",NA,"yes","female",5,20,"yes","yes","somewhat unsafe",NA,NA,NA,NA,"legal",3,NA,30645,2,"can't be too careful",NA,NA,NA,NA,14,35,39,8512,NA,NA,"female",55
312,29,2018,"working fulltime",40,"never married","bachelor",NA,NA,"male",0,NA,"yes","no","very safe","yes","no",NA,"agree",NA,6,"yes",45400,NA,NA,0,NA,NA,NA,16,61,73,45400,10,NA,"male",60
388,29,2018,"working fulltime",40,"never married","graduate",NA,"yes","female",1,NA,"yes","yes","very safe","yes","yes","too little","strongly agree",NA,4,"yes",17025,NA,NA,0,NA,NA,NA,20,46,46,17025,9,NA,"female",74
508,29,2018,"working fulltime",40,"married","bachelor",40,"yes","female",1,NA,"yes","no","very safe","yes","yes","about right","disagree",NA,2,"yes",45400,NA,NA,3,63,79,NA,16,61,65,24970,8,NA,"female",65
1098,29,2018,"working fulltime",40,"never married","bachelor",NA,"no","male",1,NA,"yes","yes","somewhat safe","yes","yes","too little","agree",NA,5,"yes",14755,NA,NA,3,NA,NA,NA,17,54,74,14755,10,"good","male",50
1380,29,2018,"working fulltime",40,"married","graduate",40,"yes","female",0,28,"no","yes","somewhat safe",NA,"yes",NA,"strongly agree",NA,0,"yes",37455,NA,NA,2,75,91,NA,16,51,35,20430,4,"excellent","female",61
1438,29,2018,"working fulltime",40,"never married","bachelor",NA,"yes","female",4,19,"yes","yes","somewhat safe","yes","yes","about right","agree","not legal",2,"yes",14755,NA,"can't be too careful",3,NA,NA,NA,17,64,62,14755,4,"good","female",64
1448,29,2018,"working fulltime",40,"married","high school",40,"yes","male",1,NA,"no","yes","very safe","yes","no","too much","strongly agree",NA,4,"no",14755,NA,NA,1,48,24,NA,10,54,35,9647,5,"good","male",50
2173,29,2018,"working fulltime",40,"never married","high school",NA,NA,"male",3,19,"no","yes","somewhat safe",NA,NA,"too little",NA,"legal",4,NA,45400,NA,"can't be too careful",NA,NA,NA,NA,12,35,59,45400,NA,NA,"male",38
1126,29,2018,"working parttime",40,"married","bachelor",NA,"yes","male",2,NA,"no","yes","very safe",NA,NA,NA,NA,"not legal",4,NA,24970,0,"can trust",NA,51,52,25,16,60,NA,20430,NA,NA,"male",61
653,29,2018,"working fulltime",38,"never married","graduate",NA,"no","female",4,NA,"no","yes","somewhat unsafe","yes","yes",NA,"agree",NA,4,"yes",24970,NA,NA,1,45,46,NA,19,48,60,24970,7,NA,"female",67
1476,29,2018,"working fulltime",38,"married","junior college",30,"yes","female",7,16,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",2,NA,5107,1,"can't be too careful",4,37,18,NA,14,38,28,NA,6,NA,"female",35
1148,29,2018,"working fulltime",36,"never married","high school",NA,"yes","female",3,NA,"yes","yes","somewhat safe","yes","yes",NA,"agree",NA,3,"no",9647,NA,NA,2,NA,NA,NA,12,21,37,NA,4,NA,"female",48
1501,29,2018,"working fulltime",34,"never married","high school",NA,"yes","male",3,NA,"yes","yes","very safe","no","no","about right","agree",NA,3,"no",10782,NA,NA,NA,NA,NA,NA,12,47,NA,10782,6,"excellent","male",32
1059,29,2018,"working parttime",32,"married","high school",35,"yes","male",2,NA,"no","yes","somewhat safe","yes","no","about right","agree",NA,4,"no",10782,NA,NA,1,46,61,NA,13,64,45,NA,8,"good","male",28
93,29,2018,"working parttime",30,"never married","graduate",NA,NA,"male",2,NA,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",5,NA,NA,0,"can't be too careful",1,72,92,NA,16,NA,72,NA,7,NA,"male",72
226,29,2018,"working parttime",30,"never married","high school",NA,"yes","female",2,25,"no","yes","somewhat safe","yes","no","too much","agree","legal",1,"no",30645,NA,"can't be too careful",2,38,43,NA,15,NA,NA,5107,8,"fair","female",33
2007,29,2018,"working parttime",20,"never married","bachelor",NA,"yes","female",4,NA,"yes","yes","somewhat safe",NA,NA,NA,NA,"legal",4,NA,5107,1,"depends",NA,NA,NA,NA,20,39,53,NA,NA,NA,"female",21
895,29,2018,"working parttime",16,"never married","high school",NA,"yes","male",2,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"not legal",6,NA,12485,0,"can't be too careful",5,64,84,NA,12,44,44,8512,4,NA,"male",25
452,29,2018,"unempl, laid off",NA,"married","bachelor",NA,"yes","female",1,NA,"yes","no","somewhat unsafe",NA,NA,"too little",NA,"legal",NA,NA,24970,0,"can't be too careful",NA,61,71,NA,17,25,44,14755,NA,"good","female",53
632,29,2018,"unempl, laid off",NA,"never married","high school",NA,"yes","female",2,20,"no","yes",NA,NA,NA,NA,NA,"not legal",NA,NA,8512,0,"can't be too careful",15,NA,NA,NA,12,31,28,8512,4,NA,"female",31
2091,29,2018,"unempl, laid off",NA,"never married","high school",NA,"no","female",3,26,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",NA,NA,6242,NA,"can't be too careful",NA,31,55,NA,13,48,30,4086,NA,"good","female",31
22,29,2018,"school",NA,"never married","junior college",NA,"yes","female",6,NA,"yes","yes","very safe",NA,NA,"too much","strongly disagree",NA,NA,NA,NA,1,"depends",NA,NA,NA,NA,14,60,42,NA,NA,NA,"female",NA
1356,29,2018,"school",NA,"never married","graduate",NA,"no","female",1,NA,"yes","no","very safe","yes","yes","about right","strongly agree",NA,NA,"yes",10782,NA,NA,1,NA,NA,NA,20,38,34,NA,8,"good","female",NA
2194,29,2018,"school",NA,"never married","graduate",NA,"yes","male",8,NA,"yes","no","very safe",NA,NA,NA,NA,"not legal",NA,NA,2497,0,"can't be too careful",NA,NA,NA,NA,15,NA,48,NA,NA,NA,"male",46
202,29,2018,"keeping house",NA,"never married","high school",NA,"yes","male",5,NA,"yes","yes","very safe","yes","no",NA,"strongly agree",NA,NA,"no",119879,NA,NA,1,39,67,NA,13,NA,NA,63560,5,NA,"male",38
405,29,2018,"keeping house",NA,"never married","high school",NA,"yes","female",2,19,"no","yes","somewhat safe","yes","no","too little","strongly agree",NA,NA,"no",20430,NA,NA,1,34,27,NA,12,NA,35,NA,7,"good","female",25
656,29,2018,"keeping house",NA,"married","bachelor",40,"no","female",2,24,"yes","yes","very safe",NA,NA,"about right",NA,"legal",NA,NA,14755,4,"can trust",NA,53,59,NA,16,35,71,14755,NA,"good","female",48
870,29,2018,"keeping house",NA,"married","high school",60,"yes","female",6,23,"yes","yes","somewhat safe","yes","no",NA,"agree",NA,NA,"no",20430,NA,NA,3,47,34,NA,15,48,NA,6242,7,NA,"female",53
1324,29,2018,"keeping house",NA,"never married","high school",NA,"yes","female",1,27,"no","yes","very safe",NA,NA,NA,NA,"not legal",NA,NA,5107,0,"can't be too careful",NA,NA,NA,NA,12,28,NA,NA,NA,NA,"female",NA
1019,30,2018,"working fulltime",70,"married","high school",NA,"yes","male",2,25,"yes","no","somewhat safe","yes","yes",NA,"strongly agree",NA,1,"no",14755,NA,NA,1,21,13,NA,13,NA,59,14755,7,NA,"male",33
1238,30,2018,"working fulltime",64,"never married","high school",NA,"yes","male",1,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",3,NA,24970,NA,"can't be too careful",NA,NA,NA,NA,15,64,50,17025,NA,NA,"male",44
201,30,2018,"working fulltime",60,"never married","bachelor",NA,"yes","male",1,NA,"no","yes","very safe","yes","yes","too little","agree",NA,2,"yes",37455,NA,NA,1,NA,NA,NA,16,46,65,37455,6,NA,"male",47
371,30,2018,"working fulltime",60,"never married","bachelor",NA,"yes","male",1,NA,"no","yes","very safe","yes","yes","about right","agree",NA,2,"yes",119879,NA,NA,1,NA,NA,NA,16,46,72,151050,6,NA,"male",72
749,30,2018,"working fulltime",60,"never married","high school",NA,"no","male",6,NA,"no","yes","very safe",NA,NA,"about right",NA,"not legal",2,NA,30645,0,"can't be too careful",NA,NA,NA,NA,12,NA,NA,24970,NA,"good","male",35
1861,30,2018,"working fulltime",60,"divorced","high school",NA,"yes","female",4,18,"yes","yes","very safe","no","no",NA,"disagree",NA,0,"no",3405,NA,NA,0,NA,NA,NA,9,31,37,NA,6,"good","female",31
1956,30,2018,"working fulltime",60,"never married","high school",NA,"yes","female",5,28,"no","yes","somewhat safe","yes","yes",NA,"strongly agree",NA,4,"no",24970,NA,NA,3,33,13,NA,12,55,NA,24970,6,NA,"female",21
2280,30,2018,"working fulltime",60,"married","high school",40,"yes","female",2,26,"no","yes","somewhat unsafe",NA,NA,NA,NA,"not legal",1,NA,24970,2,"can't be too careful",2,41,27,NA,12,32,NA,12485,6,NA,"female",32
369,30,2018,"working fulltime",55,"married","graduate",65,"no","female",2,NA,"yes","yes","very safe","yes","yes",NA,"agree","legal",0,"yes",119879,NA,"can't be too careful",0,72,77,NA,18,38,72,45400,7,NA,"female",72
1090,30,2018,"working fulltime",50,"married","graduate",25,"yes","male",0,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",1,NA,54480,1,"can't be too careful",3,49,56,NA,16,64,58,30645,9,NA,"male",69
1392,30,2018,"working fulltime",50,"never married","graduate",NA,"yes","female",2,NA,"no","yes","somewhat safe","yes","yes","too much","agree",NA,3,"yes",45400,NA,NA,1,NA,NA,NA,18,47,31,2951,7,"good","female",25
1787,30,2018,"working fulltime",50,"married","bachelor",40,"yes","female",2,25,"no","yes","very safe","yes","yes",NA,"agree",NA,4,"yes",54480,NA,NA,2,65,87,NA,16,64,31,30645,6,NA,"female",57
1890,30,2018,"working fulltime",48,"married","high school",NA,"yes","female",3,18,"yes","yes","somewhat unsafe",NA,NA,NA,NA,"legal",2,NA,17025,2,"can't be too careful",NA,32,36,NA,12,NA,49,17025,NA,NA,"female",61
1965,30,2018,"working fulltime",48,"married","high school",NA,"no","male",2,20,"yes","no","very safe","yes","yes",NA,"agree",NA,2,"no",20430,NA,NA,1,NA,NA,NA,12,NA,27,20430,3,NA,"male",45
2297,30,2018,"working fulltime",48,"never married","high school",NA,"yes","male",7,19,"yes","yes","very safe",NA,NA,"too much",NA,"legal",8,NA,12485,0,"can't be too careful",NA,NA,NA,NA,10,38,NA,12485,NA,"excellent","male",20
1678,30,2018,"working fulltime",46,"married","bachelor",40,"yes","female",2,28,"no","yes","very safe","yes","yes","about right","strongly agree","legal",4,"yes",24970,NA,"can trust",5,61,80,NA,17,64,35,12485,7,"excellent","female",53
1591,30,2018,"working fulltime",45,"never married","bachelor",NA,"yes","male",2,NA,"no","yes","very safe",NA,NA,"about right",NA,"legal",5,NA,30645,0,"can trust",NA,NA,NA,NA,16,64,49,NA,NA,NA,"male",53
1309,30,2018,"working fulltime",41,"never married","bachelor",NA,NA,"male",6,NA,"yes","yes","very safe",NA,NA,NA,NA,"legal",4,NA,45400,0,"can't be too careful",NA,NA,NA,NA,16,NA,42,NA,NA,NA,"male",31
20,30,2018,"working fulltime",40,"never married","graduate",NA,"yes","male",1,NA,"yes","no","very safe",NA,NA,"too little","strongly disagree","legal",4,NA,NA,1,"can't be too careful",0,NA,NA,NA,18,38,66,NA,8,NA,"male",38
95,30,2018,"working fulltime",40,"never married","bachelor",NA,"yes","female",2,25,"yes","yes","somewhat safe","yes","yes",NA,"agree",NA,3,"yes",45400,NA,NA,5,NA,NA,NA,16,48,NA,45400,7,NA,"female",NA
244,30,2018,"working fulltime",40,"married","high school",NA,NA,"female",4,23,"yes","yes","somewhat unsafe","yes","no","about right","agree",NA,4,"no",37455,NA,NA,2,23,27,40,13,25,NA,17025,5,"good","female",32
347,30,2018,"working fulltime",40,"never married","high school",NA,NA,"female",3,15,"no","yes","somewhat safe","yes","yes",NA,"strongly agree","not legal",3,"no",NA,NA,"can't be too careful",2,NA,NA,NA,12,44,NA,17025,5,NA,"female",51
668,30,2018,"working fulltime",40,"never married","bachelor",NA,"yes","female",5,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",6,NA,119879,0,"can't be too careful",NA,NA,NA,NA,17,50,35,3405,NA,NA,"female",61
1119,30,2018,"working fulltime",40,"never married","high school",NA,"no","female",6,25,"no","yes","somewhat safe","yes","yes",NA,"agree",NA,10,"no",12485,NA,NA,4,NA,NA,NA,12,64,50,12485,6,NA,"female",39
1142,30,2018,"working fulltime",40,"never married","junior college",NA,"yes","female",5,21,"no","yes","somewhat safe","yes","yes","about right","strongly agree","legal",5,"yes",17025,NA,"can't be too careful",4,NA,NA,NA,14,35,58,17025,5,"good","female",38
1292,30,2018,"working fulltime",40,"never married","high school",NA,"yes","male",3,NA,"no","yes","somewhat safe",NA,NA,"too much",NA,"legal",3,NA,20430,2,"can't be too careful",NA,48,26,NA,12,28,45,9647,NA,"good","male",28
1470,30,2018,"working fulltime",40,"never married","high school",NA,"yes","female",2,18,"no","yes","somewhat safe","yes","yes","too much","strongly agree","legal",1,"yes",3405,NA,"can't be too careful",1,NA,NA,NA,13,38,66,227,6,"good","female",58
1649,30,2018,"working fulltime",40,"never married","high school",NA,"yes","female",3,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",5,NA,12485,0,"can't be too careful",NA,NA,NA,NA,12,48,35,12485,NA,NA,"female",47
2126,30,2018,"working fulltime",40,"never married","high school",NA,"yes","female",2,NA,"no","yes","very safe",NA,NA,NA,NA,"legal",4,NA,10782,4,"can't be too careful",NA,NA,NA,NA,14,42,NA,NA,NA,"excellent","female",31
2193,30,2018,"working fulltime",40,"never married","bachelor",NA,"yes","female",4,NA,"no","yes","very safe","yes","yes",NA,"agree",NA,2,"yes",6242,NA,NA,NA,NA,NA,NA,19,52,25,6242,7,NA,"female",35
581,30,2018,"working fulltime",37,"never married","graduate",NA,"yes","female",1,NA,"no","yes","somewhat safe",NA,NA,NA,NA,"legal",3,NA,24970,3,"can't be too careful",4,NA,NA,NA,20,49,NA,24970,8,NA,"female",62
387,30,2018,"working fulltime",35,"never married","bachelor",NA,NA,"female",2,NA,"yes","yes","very safe",NA,NA,NA,NA,"legal",3,NA,30645,0,"can trust",1,NA,NA,NA,16,45,60,30645,8,NA,"female",65
